iter,loss,time
51,0.16644734566200572,2025-05-07T22:25:57.319
52,0.16554874499982694,2025-05-07T22:26:25.625
53,0.1634890758459023,2025-05-07T22:26:53.13
54,0.16263941279636984,2025-05-07T22:27:20.882
55,0.16413927256224073,2025-05-07T22:27:46.807
56,0.16163528817083422,2025-05-07T22:28:16.531
57,0.16133034106672367,2025-05-07T22:28:43.955
58,0.16134080878904603,2025-05-07T22:29:12.564
59,0.16027477499617104,2025-05-07T22:29:44.106
60,0.16038968867969428,2025-05-07T22:30:14.278
61,0.1592831059120593,2025-05-07T22:30:41.94
62,0.1595472480768686,2025-05-07T22:31:10.973
63,0.15854892122846798,2025-05-07T22:31:37.772
64,0.15815654192403852,2025-05-07T22:32:05.979
65,0.1608455782331942,2025-05-07T22:32:31.538
66,0.1579309219734138,2025-05-07T22:33:03.084
67,0.1577447770769288,2025-05-07T22:33:30.949
68,0.15852115207774498,2025-05-07T22:33:58.789
69,0.1582563637705513,2025-05-07T22:34:29.571
70,0.1573732670326686,2025-05-07T22:34:58.295
71,0.1569821229588703,2025-05-07T22:35:28.242
72,0.15620382042164263,2025-05-07T22:35:57.283
73,0.15709320634064614,2025-05-07T22:36:29.831
74,0.15612872254328694,2025-05-07T22:36:58.351
75,0.15718490286077524,2025-05-07T22:37:26.46
76,0.15688443681522007,2025-05-07T22:37:57.055
77,0.1563333806749336,2025-05-07T22:38:25.235
78,0.1557411104009477,2025-05-07T22:38:55.458
79,0.15570946753146747,2025-05-07T22:39:25.639
80,0.1562075447363813,2025-05-07T22:40:04.402
81,0.1563714238841209,2025-05-07T22:40:58.887
82,0.15510345609923692,2025-05-07T22:41:38.895
83,0.15501988365897892,2025-05-07T22:42:22.192
84,0.15505978828096126,2025-05-07T22:42:58.067
85,0.1547782717715925,2025-05-07T22:43:31.155
86,0.15595941186200243,2025-05-07T22:44:04.381
87,0.15531990846171798,2025-05-07T22:44:38.501
88,0.15410823332521625,2025-05-07T22:45:11.63
89,0.15542178217732475,2025-05-07T22:45:46.123
90,0.15438322365526116,2025-05-07T22:46:19.871
91,0.15441724442296526,2025-05-07T22:46:55.673
92,0.1524315679675492,2025-05-07T22:47:31.753
93,0.15338471063439169,2025-05-07T22:48:06.734
94,0.1530295033335264,2025-05-07T22:48:43.023
95,0.15250072268493167,2025-05-07T22:49:19.729
96,0.1526723178758235,2025-05-07T22:49:54.112
97,0.15238600890411386,2025-05-07T22:50:27.799
98,0.15340795273533256,2025-05-07T22:51:01.713
99,0.1522589672681767,2025-05-07T22:51:39.049
100,0.15237733743610093,2025-05-07T22:52:13.57
101,0.15162204407662194,2025-05-07T22:52:48.798
102,0.15130852683378893,2025-05-07T22:53:20.69
103,0.15119714265434353,2025-05-07T22:53:55.679
104,0.1515143187018119,2025-05-07T22:54:32.159
105,0.15068236411539046,2025-05-07T22:55:08.052
106,0.15152943533590305,2025-05-07T22:55:41.654
107,0.1508657866929585,2025-05-07T22:56:13.993
108,0.15121973724375826,2025-05-07T22:56:47.623
109,0.15065007125215066,2025-05-07T22:57:18.135
110,0.15056912183748802,2025-05-07T22:57:55.792
111,0.15076478543552416,2025-05-07T22:58:28.011
112,0.15102376129647077,2025-05-07T22:59:01.818
113,0.15042425716223112,2025-05-07T22:59:38.753
114,0.15003421804619457,2025-05-07T23:00:13.086
115,0.15021559957464614,2025-05-07T23:00:44.982
116,0.15017169825257098,2025-05-07T23:01:19.368
117,0.14953073453955956,2025-05-07T23:01:53.471
118,0.15002789062657082,2025-05-07T23:02:25.032
119,0.14891299564758909,2025-05-07T23:03:00.189
120,0.1490707265733788,2025-05-07T23:03:36.933
121,0.14966090288681194,2025-05-07T23:04:14.165
122,0.14873247854810354,2025-05-07T23:04:49.641
123,0.14836711437487468,2025-05-07T23:05:22.214
124,0.14796258802229467,2025-05-07T23:05:57.24
125,0.14857166150430576,2025-05-07T23:06:32.503
126,0.14937515835819293,2025-05-07T23:07:06.545
127,0.1473524225156118,2025-05-07T23:07:41.92
128,0.14762707643093026,2025-05-07T23:08:18.669
129,0.14845625162700463,2025-05-07T23:08:52.227
130,0.14811388154647726,2025-05-07T23:09:29.226
131,0.1467562268204554,2025-05-07T23:10:02.745
132,0.1474766859990318,2025-05-07T23:10:37.176
133,0.1488845243515748,2025-05-07T23:11:09.198
134,0.1473306739110053,2025-05-07T23:11:46.728
135,0.1468767377439958,2025-05-07T23:12:17.43
136,0.14685176814714393,2025-05-07T23:12:54.19
137,0.14608778593881713,2025-05-07T23:13:31.247
138,0.14646188036206934,2025-05-07T23:14:08.513
139,0.1454308185288336,2025-05-07T23:14:41.915
140,0.146561560356151,2025-05-07T23:15:20.01
141,0.14663753574838784,2025-05-07T23:15:55.084
142,0.1466835637808659,2025-05-07T23:16:30.108
143,0.14503829088185158,2025-05-07T23:17:05.183
144,0.1453647205450472,2025-05-07T23:17:39.381
145,0.14452248651977437,2025-05-07T23:18:13.303
146,0.14603376430407736,2025-05-07T23:18:47.672
147,0.1457652397852932,2025-05-07T23:19:19.635
148,0.14452366813366324,2025-05-07T23:19:54.454
149,0.14324114447753825,2025-05-07T23:20:27.161
150,0.14565648269154866,2025-05-07T23:21:03.447
151,0.1439883957675962,2025-05-07T23:21:40.181
152,0.14593872452179205,2025-05-07T23:22:18.484
153,0.1441779095168901,2025-05-07T23:22:53.66
154,0.143811717148581,2025-05-07T23:23:29.973
155,0.1443401818554882,2025-05-07T23:24:03.294
156,0.1445670331490779,2025-05-07T23:24:39.069
157,0.142425306134286,2025-05-07T23:25:13.462
158,0.14432889420333125,2025-05-07T23:25:45.438
159,0.14403557960526728,2025-05-07T23:26:22.263
160,0.14414872584249303,2025-05-07T23:26:53.675
161,0.14295757826863406,2025-05-07T23:27:30.487
162,0.14302781719654006,2025-05-07T23:28:07.159
163,0.14381446117557378,2025-05-07T23:28:43.8
164,0.14272182825790794,2025-05-07T23:29:20.295
165,0.141650088502381,2025-05-07T23:29:54.475
166,0.1430974884234552,2025-05-07T23:30:28.979
167,0.14198613595144055,2025-05-07T23:31:05.411
168,0.14218240507745555,2025-05-07T23:31:40.865
169,0.14247306168139476,2025-05-07T23:32:16.244
170,0.14237885976393239,2025-05-07T23:32:50.309
171,0.1411510458797555,2025-05-07T23:33:28.489
172,0.14116987932863032,2025-05-07T23:34:03.516
173,0.14190723657201373,2025-05-07T23:34:39.258
174,0.14158675810064855,2025-05-07T23:35:16.069
175,0.14065357225028247,2025-05-07T23:35:50.594
176,0.14104171419611045,2025-05-07T23:36:24.73
177,0.14160509673749946,2025-05-07T23:37:02.165
178,0.14129978223336387,2025-05-07T23:37:37.318
179,0.14153216364236765,2025-05-07T23:38:13.115
180,0.14089745069419532,2025-05-07T23:38:47.477
181,0.1405771016425651,2025-05-07T23:39:22.053
182,0.14160070258054505,2025-05-07T23:39:57.574
183,0.1428337352391771,2025-05-07T23:40:33.13
184,0.14058286379670737,2025-05-07T23:41:08.085
185,0.14045070629191572,2025-05-07T23:41:42.778
186,0.14021779511512822,2025-05-07T23:42:18.352
187,0.1404711586487728,2025-05-07T23:42:55.219
188,0.14015151247835914,2025-05-07T23:43:32.473
189,0.14022534455558264,2025-05-07T23:44:07.693
190,0.1393046588444815,2025-05-07T23:44:43.62
191,0.13972506421809897,2025-05-07T23:45:20.729
192,0.13988609726208037,2025-05-07T23:45:58.221
193,0.14024514803642463,2025-05-07T23:46:32.794
194,0.1388560968654479,2025-05-07T23:47:08.308
195,0.14042520780299125,2025-05-07T23:47:43.376
196,0.13971911287803493,2025-05-07T23:48:21.529
197,0.13952657660646806,2025-05-07T23:49:00.622
198,0.13893995072227577,2025-05-07T23:49:38.669
199,0.13923372528027192,2025-05-07T23:50:16.2
200,0.13942919687098826,2025-05-07T23:50:53.049
200,0.1388560968654479,2025-05-07T23:51:30.184
